"No MMS for iPhone 1st geners such as myself? Not fucking cool Apple. ","0"
"time differences suck a lot ","0"
"I think iam done with getting this ready for today! I'am home alone  and getting hungry!","0"
"Testing out a new Twitter app for my Blackberry. Sorry to spam your feed. ","0"
"Hey @twisource noooo don't stop!!! i'm slow and i just got here   (Imprint LIVE! live &gt; http://ustre.am/14PY)","0"
"@stephaniepratt most definitely! Just watched heidi and spencer on I'm a celebrity. I feel bad for them ","0"
"If you liked twitter background images you wouldn't be home now ","0"
"The net is down so I might not get 2hear my daughter play  Oh well, just have 2wait till I can hear the real thing!","0"
"Congrats class of 09!! Wish i coulda been at the graduation tonight. We'll miss you ","0"
"I guess I'm on the Thunder Diet..  I wanted to go get ice cream but now there's a thunder storm and I'm too scared to go outside. ","0"
"Doze off while uploading the files.. ","0"
"U r funny. I happen to have many, almost half of all my stuff is from CB. They closed the store nearby. ","0"
"@DumbyLove  still love you...","0"
"Dammit, Just tried to  get into 1v100, but the game is full. ","0"
"@MariaIsaza I DON'T KNOW! I'm going to miss her so much! ","0"
"NOOOOOOOOOOOOOOOOOO! IAN CRAWFORD, YOU CAN'T LEAVE THE CAB! ","0"
"@lfangonilo I am so up but I don't think i can! ","0"
"It's just gonna be Kate Plus 8 now... ","0"
"Is missing james and wish i was with him right mow  ","0"
"@gingeriswriting I just laughed when I read about your double injury..I'm not very nice ","0"
"Jesus news.com.au thanks for depressing the fuck out of me with that 'boy in a bag' story  ","0"
"Writin' more offers tonight, but just got outbid on one from yesterday ","0"
"is failing at reaching dark angel bamf status tonight ","0"
"so kelly is leaving me ?  *tear*","0"
"Spent the evening arguing with Charter tech support. What a fun night this has been ","0"
"Sitting at my cousin's high school graduation.... So boring ","0"
"is it sad that i am totally bummed out that &quot;medium&quot; is moving to cbs?  the show is shit, but i love it ","0"
"No way! Life size is on disney at eight and i have to read instead! Not fair ","0"
"@PetiteSam @AngryAngMo Seems Senegal has found what could be Air France flight 447 wreckage within its national waters ","0"
"Another night of fail sleep. I just can't get warm ","0"
"@morganpressel HAAaa!!!! I really have no idea   Gonna bed good nite !!!","0"
"and the migraines return... ","0"
"@twittsted Yeah I know...but they're only going to be here for one night   I am determined to get some facetime...lol","0"
"that twich @tleebbyy passed my and tweets  my victory was sort lived","0"
"@_Katie__ hope he feels better! That sucks sooo bad! Poor guy! If he starts getting sick, take him to ER asap! ","0"
"@chellealistic I knooow. It completely breaks my heart. ","0"
"@drealaflare i got sum bad news 4 ya.. Its hard 2 believe but i sucked ass in bball 2day!! Lol.. I couldnt hit a damn shot for shit  lmao","0"
"I wanna play 1 vs 100 on xbox live but the session is full ","0"
"@Ashleybrook128  No  I always liked Tippy, we had some sort of bond, seeing as she hates all human species besides mama young ","0"
"@4hoursstanding Feeling horrible today but I look like a pirate with my eye patch! Eye is still sore!   Hope all is good! Must catch up!","0"
"@TheDrome ...this was a great time - sorry I couldn't stay longer ","0"
"My foot hurts....huhuhu ","0"
"Fuuuck I missed listening to crystal castles. I want them to come back sooo bad ","0"
"I am sooo bored and have nobody to talk too...my usuals have disappeared tonight  ","0"
"@UchiManeLaFlare yea...i'm sure it was ","0"
"@potticus IKR? IT'S TIME FOR ME TO BE IN BED   ","0"
"Thomas fell of the face of the earth ","0"
"I wanted to order really hot chili peppers off the internet but my paypal account is being sketchy and this may take some effort ","0"
"this piece of crap website wouldn't let me log in! they made me think I didn't create my profile when i did!  ...not a good start twitter ","0"
"So much warm ","0"
"@alexlimas09 whats wrong? ","0"
"@theDebbyRyan hi debby. im trying to add your myspace as my friend, but it asks to input your email  .whats your mail?","0"
"I'm not a very good twitterer anymore. Also, my tummy hurts a lot right now  And I never saw the very end of Meet the Robinsons.","0"
"HOLY SHIT! Bad storm. I am currently hugging my /GINORMOUS/ stuffed panda, Tony, and hiding under a blanket. Someone comfort me. ","0"
"@DavidArchie So David, how was Up? I'm really looking forward to watch the movieeee. But it will start showing in Malaysia this August ","0"
"@justincruzKHON thanks, I read this way back. It stopped in front of me at Ala Moana, I dropped my phone, at it was gone. ","0"
"Trying out a new Twitter app for my Blackberry. Sorry to spam your feed. ","0"
"@ebrown2112 I don't have any horny kitties following me... I feel so left out... ","0"
"I pick my nose too much.. ","0"
"8/45 on PokerStars. Paid 7. I HATE going out on bubble. Played well but no luck when I needed it. Damn !!!!!!!!!! Bedtime ","0"
"@dannygokey I can't see your pic    I miss your face. Maybe there is something wrong with my computer...","0"
" can fuck I also have to read NIGHT!!","0"
"My mom is going back to China tomorrow...  Good luck and i love u mom! Have great time in Guangzhou! Hope to see you again soon!","0"
"@Lyzee42 My mom's not a guy ","0"
"Been up with em bein sick since 1am with me not going to bed till 11.45pm too  so beyond tired right now!","0"
"@majornelson game session is full  disappointing","0"
"Ugh   Twitter almost always changes my mood .","0"
"@ddlovato Outch i hope you dont get coal  btw did you SEE taylor launer at the mtv awards !!!!!!!!!!!!!!!!!!!!!!!!!! yeah (spechless)","0"
"@Kangal_Roo They don't take email requests  Crappppp  I'll keep calling hahahah.","0"
"horrible...had the worst day @ work ever, then the BF wants to spend time together, i'm just gettin home since being out since 7 a.m. ","0"
"@dewi still no word  i'll be stuck here forever!","0"
"wondering why one of my best friends went poof.i miss you leah ","0"
"I didn't run today  Tomorrow is gonna be a hard run day.","0"
"Cleaned out the basement and my allergies r goin crazy my eyes r tearin up soo badly n my throat's scratchy ","0"
"@kmilluh awwww! not on your birthday!!!  ","0"
"is back in Decatur missing Samantha SO much... ","0"
"@JREakin   i'm sorry to hear that.","0"
